nomoffre;type;typehabitation;adresse1;adresse1suite;adresse2;adresse3;codepostal;commune;cedex;codeinseecommune;latitude;longitude;acces;commmob;commtel;commfax;commmail;commweb;videosurl;plateformeurl;spvideosembed;tripadwidget;animauxacceptes;animauxinfo;labeltourismehandicap;spaccessibilite;spaccueilveloitineraire;equipements;confortimmobilier;confortmobilier;labels;labelsclassement;categorie;capacitenbchambres;capacitenbchambresmobreduite;capacitenbhebergements;capacitenbpersonnes;capacitesurface;services;languesparleesaccueil;ouverturealannee;ouverturegranule;resadirecte;resaenligneouinon;resaenligne;resaagence;tarifs;modepaiement;localisation;departement
Chambres d'hôtes Froulay;Chambres d'hôtes;Maison;;;9 Froulay;;53300;COUESMES-VAUCE;;53079;48.45234;-0.65644;Gare SNCF||Laval||50;06 75 91 44 17;02 43 04 94 17;;;;;;;;non;sur demande aux responsables;;non;;Parc/jardin,WiFi;"Entrée indépendante;Garage;Local vélo;Parking;Sanitaires privés;Terrasse / Balcon;Toilettes séparées";Equipement bébé,Micro ondes;;;3 étoiles;3;;1;12;65;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);"Anglais;Français";oui;01/01/2024||31/12/2024||Arrivée à partir de 17h. Départ à 12h.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||Arrivée à partir de 17h. Départ à 12h.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;hubert Garnier||06 75 91 44 17||hubertgarnier@wanadoo.fr;oui;"Booking||https://www.cybevasion.fr/chambres-hotes-chambres-d-hotes-de-froulay-couesmes-vauce-e79494.html||||06 75 91 44 17||hubertgarnier@wanadoo.fr,Booking||https://www.booking.com/hotel/fr/chambres-d-39-hotes-de-froulay-souce2.fr.html?aid=311089;label=chambres-d-39-hotes-de-froulay-souce2-3gXmM6jXTGws16qXMnK4ewS347847159597%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap1t1%3Aneg%3Afi%3Atikwd-384924834683%3Alp9056365%3Ali%3Adec%3Adm;sid=75b9386053e07||||06 75 91 44 17||hubertgarnier@wanadoo.fr";;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||70,00||||,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||60,00||||;"Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";48.45234,-0.65644;Mayenne
Chambres d'hôtes Les Quatre siècles;Chambres d'hôtes;Maison;;;4 Les Alleries;;53120;HERCE;;53115;48.4238251;-0.8443712;Gare SNCF||LAVAL||50,Autoroute||53410 LA GRAVELLE||57,Route (nationale/départ.)||D5||0,Gare routière||Total, Rue du Douanier Rousseau, Gorron||2,Transport en commun||Mairie, 35133 Laignelet||26,Aéroport/aérodrome||Aeroport Rennes Bretagne||89,Héliport||Issy-les-Moulineaux Heliport, Paris||320,Halte fluviale||Mayenne||27,Gare maritime||CAEN||116;06 37 17 96 48;02 43 04 38 23;;;;;Instagram||https://www.instagram.com/lesquatresiecles/;;;non;;;non;;Parc/jardin,Piscine,WiFi;"Entrée indépendante;Parking;Sanitaires privés;Terrasse / Balcon";;;;Non classé;4;;2;11;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit),Tables d'hôtes;"Allemand;Anglais;Français";oui;01/01/2024||31/12/2024||Arrivée entre 15h et 22h Départ entre 7h et 11h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||Arrivée entre 15h et 22h Départ entre 7h et 11h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Booking||https://www.booking.com/hotel/fr/les-quatre-siecles.fr.html||||||;;"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||69,00||85,00||Suite familiale de 3 à 5 personnes de 100€ à 140€; Gratuit enfant -2 ans,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||63,00||||,Table d'hôtes||26,00||||Adultes. 13€ enfant de 10 ans ou moins. Uniquement sur réservation. Petit repas pour arrivée tardive 13 €.";"Cartes bancaires;Espèces";48.4238251,-0.8443712;Mayenne
GITE LA SENSIVE;Meublés;Maison;;;;La Sensive;72260;COURGAINS;;72104;48.278168;0.2913009;Gare SNCF||Le Mans||47;;02 43 34 19 42;;;;;;;;non;;;non;;Parc/jardin,Piscine couverte,WiFi;"Parking;Sanitaires privés;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge;;;3 étoiles;3;;;9;230;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);"Anglais;Français";oui;;EDMONDSON||02 43 34 19 42||lasensiv@club-internet.fr;;;;Semaine (meublé)||||||Pour les familles;Chèques bancaires et postaux;48.278168,0.2913009;Sarthe
CHAMBRE D'HÔTES LA REMISE DE LA MAISON DE BAPTISTE;Chambres d'hôtes;Maison;;;21 Longrais;;44850;SAINT-MARS-DU-DESERT;;44179;47.3412777;-1.4374916;Gare SNCF||Nantes ||17,Aéroport/aérodrome||Nantes Chateau Bougon||26,Autoroute||A 11||6,Gare routière||Nantes||17,Route (nationale/départ.)||D9 - D89||0,1;;;;;http://www.maison-baptiste.fr;;;;;non;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Micro ondes;;;3 étoiles;1;;;3;22;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);"Anglais;Français";oui;01/01/2024||31/12/2024||ouvert toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;MORISSEAU||02 40 77 48 25||longrais.accueil@wanadoo.fr;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||||77,00||1 personne,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||||84,00||2 personnes,Nuitée (meublé)||||99,00||3 personnes;"Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.3412777,-1.4374916;Loire-Atlantique
Gîte des Perrières;Meublés;Maison;;;245 Lieu-dit Les Perrières;;44521;OUDON;;44115;47.35614;-1.28463;Gare SNCF||Oudon||1,8,Autoroute||A11||15;06 37 96 99 16;;;;;;;;;oui;;;non;;Parc/jardin;"Entrée indépendante;Garage;Jardin indépendant;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;Non classé;3;;1;9;97;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo;"Anglais;Espagnol;Français";oui;;Marc Dalaine||06 37 96 99 16||marc.mdalaine@gmail.com;;;;;Cartes bancaires;47.35614,-1.28463;Loire-Atlantique
Gîte la Soupçonnière;Meublés;;;;28, rue du Chemin Angevin;Saint-Mathurin-sur-Loire;49250;LOIRE-AUTHION;;49307;47.42564;-0.33582;Gare SNCF||Saint Mathurin sur Loire||3,5,Gare routière||Saint Mathurin sur Loire||1,7;06 33 76 87 33;;;;;;;;;;;;;;Parc/jardin;"Garage;Jardin indépendant;Parking;Terrasse / Balcon;Toilettes séparées";;Gîtes de France;3 épis (Gîtes de France);;2;;;4;77;Location de linge;"Anglais;Espagnol";oui;;;;;;;;47.42564,-0.33582;Maine-et-Loire
Gîte La Grande Fontaine (8 personnes);Meublés;Maison;;;4 rue des Trois Pierres;NUEIL SUR LAYON;49560;LYS-HAUT-LAYON;;49373;47.12047;-0.36786;Gare SNCF||Saumur||32,Gare routière||Doué la Fontaine||9;06 28 29 34 41;02 41 59 55 22;;;;;;;;;;;non;;Parc/jardin,WiFi;"Garage;Jardin indépendant;Parking;Terrasse / Balcon;Toilettes séparées";Cheminée,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France,Vignobles et découvertes;2 épis (Gîtes de France);3 étoiles;3;;;8;115;Fourniture de linge (gratuit),Location de draps,Location de linge;Français;oui;;MALLARD ETIENNE ET MONIQUE||02 41 59 55 22||domaine.grande.fontaine@wanadoo.fr;oui;Gîtes de France||http://www.gites-de-france-anjou.com||||02 41 88 00 00||gites-de-france-anjou@wanadoo.fr;;Semaine (meublé)||425,00||525,00||,Forfait ménage||80,00||||;;47.12047,-0.36786;Maine-et-Loire
Gîte de la Corderie;Meublés;Maison;1 ter rue de la Corderie;;;;72140;SILLE-LE-GUILLAUME;;72334;48.182818;-0.127533;Gare SNCF||Sille le Guillaume||0,5,Autoroute||Le Mans Nord||30;;02 43 20 22 83;;;;;;;;non;;;non;;Parc/jardin;"Entrée indépendante;Garage;Jardin indépendant;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Famille Plus;;2 étoiles;2;;1;4;55;Fourniture de draps (gratuit),Location de draps;Français;oui;;Monsieur Gallant ||02 43 20 22 83||robert.gallant@orange.fr,Monsieur Gallant ||06 75 03 99 14||robert.gallant@orange.fr;;;;Week-end (meublé)||||||Charges comprises (eau, électricité, taxe de séjour...),Semaine (meublé)||||||Charges comprises (eau, électricité, taxe de séjour...),Nuitée (meublé)||||||Charges comprises (eau, électricité, taxe de séjour...);"Chèques bancaires et postaux;Espèces";48.182818,-0.127533;Sarthe
Gîte de groupe Cercle de Voile de Sillé Plage;Village locatif;;Sillé-plage;;;;72140;SILLE-LE-GUILLAUME;;72334;48.2095043;-0.1332996;Gare SNCF||Sillé le guillaume||5,Route (nationale/départ.)||D 105||0,1,Autoroute||A11 sortie Le Mans Nord||36;06 08 10 29 90;02 43 23 21 77;;;https://www.centre-sille-sportsnature.fr/;https://www.youtube.com/watch?v=rvH5iwpiyJc&feature=youtu.be,https://www.youtube.com/watch?v=T2ZVPEobEUI&feature=emb_title;Facebook||https://www.facebook.com/cvsilleplagenature.fr/;"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/rvH5iwpiyJc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>,<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/T2ZVPEobEUI"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;non;;;non;;Plan d'eau,WiFi;"Parking;Plain Pied;Terrain clos;Toilettes séparées";;Famille Plus;;Non classé;20;;;76;;Location de draps,Option nettoyage,Nettoyage (gratuit);"Anglais;Français";non;;;;;;Nuitée (meublé)||||||1 chambre 2 personnes en semaine ,Taxe de séjour / nuit / pers||||||1.10% par nuitée par personne assujettie;Chèques bancaires et postaux;48.2095043,-0.1332996;Sarthe
LE GÎTE ROMANTIQUE AU CHÂTEAU DE LA PERVENCHÈRE;Meublés;Appartement,Châteaux et demeures de prestige;;;La Pervenchère;;44390;CASSON;;44027;47.392991;-1.5158236;Gare SNCF||Sucé-sur-Erdre||8,Gare SNCF||Nort-sur-Erdre||8;0674536770;;;;;;Instagram||https://instagram.com/chateaupervenchere;;;non;;;non;;Parc/jardin;"Entrée indépendante;Local vélo;Parking;Sanitaires privés";;;;Non classé;2;;1;4;;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Allemand;Anglais;Français";non;;Julien CIRON||06 74 53 67 70||chateaupervenchere@yahoo.com;;;;Nuitée (meublé)||100,00||150,00||;"Espèces;Virement";47.392991,-1.5158236;Loire-Atlantique
Chambre d'hôtes La Grange du Vignot;Chambres d'hôtes;Maison;;;1 La Grange du Vignot, La Boutouchère;SAINT-FLORENT-LE-VIEIL;49410;MAUGES-SUR-LOIRE;;49244;47.330671;-1.004687;Gare SNCF||varades/saint florent le vieil||5,Autoroute||A11||20;06 81 27 81 51;02 41 77 96 38;;;https://lagrangeduvignot.wordpress.com;;;;;non;sauf très petit animal. Sous conditions.;;non;;Espace bien-être,WiFi;"Entrée indépendante;Parking;Plain Pied;Sanitaires privés;Terrasse / Balcon";Equipement bébé,Micro ondes;;;Non classé;1;;1;2;31;;Anglais;oui;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Forestier Véronique||02 41 77 96 38||la.grange.du.vignot@hotmail.fr;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||60,00||60,00||12€/personne supplémentaire à partir de 3 ans;"Chèques bancaires et postaux;Espèces";47.330671,-1.004687;Maine-et-Loire
LOCATION DU VAN - BETTY;Hébergement insolite;;;;12 Rue de Moulins;;72290;BALLON-SAINT MARS;;72023;48.17491;0.24148;Gare SNCF||Votre van au départ de la gare du Mans||0,Autoroute||Aire de covoiturage de Saint-Saturnin||0,Route (nationale/départ.)||Sur la D300, à Ballon-Saint-Mars||0;;;;;https://www.labicoqueatelier.fr/;;Facebook||https://www.facebook.com/labicoqueatelier/,Instagram||https://www.instagram.com/labicoqueatelier/;;;;;;non;;;;;;;Non classé;;;1;;;;;;;;;;;;;48.17491,0.24148;Sarthe
Chambre d'hôtes Barollière;Chambres d'hôtes;;;;La Barollière;;72270;DUREIL;;72123;47.826069;-0.145263;Gare SNCF||||0;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/chambres-hotes-dureil-barolliere-h72h013017;;;;;oui;;;non;;Piscine,WiFi;"Parking;Terrasse / Balcon";Equipement bébé,Micro ondes;Gîtes de France;3 épis (Gîtes de France);;1;;;5;90;Fourniture de linge (gratuit);Français;;;;oui;Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f113302_fr-.aspx||||||;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.826069,-0.145263;Sarthe
Gîte Tramontane Gîte et Nature;Meublés;Maison;;;La Fontaine des Coteaux;;44190;BOUSSAY;;44022;47.04203;-1.191299;Gare SNCF||||0;+33671697962;;;;;;;;;oui;;;non;;Piscine,WiFi;Terrasse / Balcon;Micro ondes,Lave vaisselle;;;;2;;;7;80;Fourniture de draps (gratuit),Nettoyage (gratuit);;oui;||||Ouvert toute l'année.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.04203,-1.191299;Loire-Atlantique
Chambres d'hôtes Le Tertre;Chambres d'hôtes;Maison;;;LE TERTRE;;72450;LOMBRON;;72165;48.092728;0.418443;Gare SNCF||||0;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/chambres-hotes-lombron-le-tertre-h72h013042;;;;;non;;;non;;Piscine,WiFi;Terrasse / Balcon;;Gîtes de France;3 épis (Gîtes de France);;3;;;6;180;Fourniture de draps (gratuit);"Anglais;Français";;;;oui;Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f113295_fr-.aspx||||||;;;"Cartes bancaires;Chèques Vacances";48.092728,0.418443;Sarthe
Gîte La maison aux fleurs;Meublés;Maison;;;LES CELLIERS;;72540;VALLON-SUR-GEE;;72367;47.960823;-0.067043;Gare SNCF||||0;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/locations-gites-vallon-sur-gee-la-maison-aux-fleurs-h72g012701;;;;;non;;;non;;WiFi;"Jardin indépendant;Parking;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge;Gîtes de France;3 épis (Gîtes de France);3 étoiles;5;;;10;160;Fourniture de draps (gratuit),Fourniture de linge (gratuit);Français;;||||toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f113175_fr-.aspx||||||;;Nuitée (meublé)||100,00||300,00||,Semaine (meublé)||750,00||800,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.960823,-0.067043;Sarthe
Gîte Les Vaux;Meublés;Maison;;;Les Vaux;;72430;ASNIERES-SUR-VEGRE;;72010;47.895546;-0.248522;Gare SNCF||||0;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/locations-gites-asnieres-sur-vegre-72g410-h72g012596;;;;;non;;;non;;WiFi;"Jardin indépendant;Parking";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;;2;;;5;110;Fourniture de draps (gratuit),Location/prêt de vélo;Français;oui;||||Ouvert toute l'année.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f113031_fr-.aspx||||||;;Nuitée (meublé)||60,00||180,00||,Semaine (meublé)||360,00||420,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.895546,-0.248522;Sarthe
Gîte Les Hauts de Loire;Meublés;Maison;;;1 La Lhorie;;44521;OUDON;;44115;47.363926;-1.302248;Gare SNCF||||0,Aéroport/aérodrome||||0;06 75 99 99 25;;;;;;;;;non;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge;;;2 étoiles;1;;;2;31;Fourniture de draps (gratuit);;oui;||||Ouvert toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.363926,-1.302248;Loire-Atlantique
PIRMIL;Meublés;Appartement;;;14 avenue François Peltier;;44400;REZE;;44143;47.191089;-1.544918;Gare SNCF||||0,4;;02 28 09 27 30;02 40 78 50 68;;http://www.residspa.com;;Instagram||https://www.instagram.com/residspa/;;;non;;;non;;Espace bien-être,Parc/jardin,Piscine,Piscine couverte,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Sanitaires privés;Terrasse / Balcon";Micro ondes,Lave linge,Sèche linge;;;;0;0;1;2;31;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Nettoyage (gratuit);"Anglais;Français";oui;||||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||19:30||||;;oui;Airbnb||https://www.airbnb.fr/rooms/883130?adults=1&children=0&infants=0&pets=0&check_in=2023-01-01&check_out=2023-01-07&source_impression_id=p3_1670863802_NvfYj%2F4V%2FIZf75JW||||02 28 09 27 30||contact@residspa.com,Booking||https://www.booking.com/hotel/fr/ra-c-sid-spa-loire-amp-sa-vre.fr.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARjIAQzYAQHoAQH4AQuIAgGoAgS4Apq43ZwGwAIB0gIkYTQ1NmMwZWYtNTg5OC00ODU4LTk1MTMtNjE0OTg2ZWRkZTBl2AIG4AIB&sid=733a5231ab3ee19e2b3fef1fe3e5e9d1&dest_id=-146168||||02 28 09 27 30||contact@residspa.com;;;"Cartes bancaires;Chèques Vacances;Espèces;Virement";47.191089,-1.544918;Loire-Atlantique
TRENTEMOULT;Meublés;Appartement;;;14 avenue François Peltier;;44400;REZE;;44143;47.191089;-1.544916;Gare SNCF||||0,4;;02 28 09 27 30;02 40 78 50 68;;http://www.residspa.com;;Instagram||https://www.instagram.com/residspa/;;;non;;;non;;Espace bien-être,Parc/jardin,Piscine,Piscine couverte,WiFi;"Entrée indépendante;Parking;Plain Pied;Sanitaires privés;Terrasse / Balcon;Toilettes séparées";Micro ondes,Lave linge,Lave vaisselle,Sèche linge;;;;1;0;1;4;60;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Nettoyage (gratuit);"Anglais;Français";oui;||||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||19:30||||;;oui;Booking||https://www.booking.com/hotel/fr/ra-c-sid-spa-loire-amp-sa-vre.fr.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARjIAQzYAQHoAQH4AQuIAgGoAgS4Apq43ZwGwAIB0gIkYTQ1NmMwZWYtNTg5OC00ODU4LTk1MTMtNjE0OTg2ZWRkZTBl2AIG4AIB&sid=733a5231ab3ee19e2b3fef1fe3e5e9d1&dest_id=-146168||||02 28 09 27 30||contact@residspa.com;;;"Cartes bancaires;Chèques Vacances;Espèces;Virement";47.191089,-1.544916;Loire-Atlantique
CHAMBRES D'HÔTES LES IFS;Chambres d'hôtes;Maison;;;7 rue des Ifs;;53150;MONTSURS;;53161;48.1331341;-0.5552958;Gare SNCF||||0,5;06 62 67 78 92;;;;https://www.chambres-hotes.fr/chambres-hotes_chambres-d-hotes-les-ifs_montsurs_h332677.htm;;;;;non;;;non;;Parc/jardin,WiFi;"Parking;Sanitaires privés;Terrain clos";Cheminée;Chambre d'hôtes référence;;Non classé;3;0;1;8;0;Fourniture de linge (gratuit),Nettoyage (gratuit);Français;oui;;DEMELLIER Sylvie||06 62 67 78 92||sylvie.demellier@free.fr;;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";48.1331341,-0.5552958;Mayenne
LA DERMURIE STUDIO 2;Meublés;Appartement;;;17 Rue de la Dermurie;;44600;SAINT-NAZAIRE;;44184;47.28327;-2.2056;Gare SNCF||||0,65,Transport en commun||Ligne U2 - Arrêt Libération||0,28,Transport en commun||Ligne Hélyce - Arrêt Ville Halluard||0,35;;;;;;;;;;non;;;non;;WiFi;"Jardin indépendant;Sanitaires privés;Terrasse / Balcon";Micro ondes;;;2 étoiles;1;0;1;2;16;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";oui;01/01/2024||31/12/2024||Location toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||Location toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Nuitée (meublé)||55,00||70,00||;"Cartes bancaires;Chèques Vacances;Virement";47.28327,-2.2056;Loire-Atlantique
LA DERMURIE STUDIO 3;Meublés;Appartement;;;17 Rue de la Dermurie;;44600;SAINT-NAZAIRE;;44184;47.28327;-2.2056;Gare SNCF||||0,65,Transport en commun||Ligne U2 - Arrêt Libération||0,28,Transport en commun||Ligne Hélyce - Arrêt Ville Halluard||0,35;;;;;;;;;;non;;;non;;WiFi;"Sanitaires privés;Terrasse / Balcon;Toilettes séparées";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;2 étoiles;1;0;1;2;21;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";oui;01/01/2024||31/12/2024||Location toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||Location toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Nuitée (meublé)||55,00||87,00||;"Cartes bancaires;Chèques Vacances;Virement";47.28327,-2.2056;Loire-Atlantique
CHAMBRES D'HOTES - MME HAMON;Chambres d'hôtes;;;;5 rue du Dct E. Vaillant;;72000;LE MANS;;72181;47.973713;0.229692;Gare SNCF||||1;;06 32 29 18 15;;;https://www.gites-de-france-sarthe.com/fr/location/chambres-hotes-le-mans-5-rue-du-dct-e-vaillant-h72h012943?capacity=1;;;;;non;;;non;;WiFi;"Entrée indépendante;Jardin indépendant;Terrasse / Balcon";Cheminée;;;;3;;;6;0;;;oui;;;;;;;"Chèques bancaires et postaux;Espèces";47.973713,0.229692;Sarthe
ODALYS CAMPUS LES HALLES;Meublés;Appartement;;;2 Rue Pasteur;;72000;LE MANS;;72181;48.00475;0.19217;Gare SNCF||||1,Gare routière||||1;;02 43 23 58 57;;;https://www.odalys-campus.com/residences/une-residence-pour-etudiants-au-mans-odalys-campus-les-halles/;;Instagram||https://www.instagram.com/odalyscampus/;;;;;;non;;WiFi;"Local vélo;Sanitaires privés";;;;Non classé;;12;138;;17;;"Anglais;Espagnol";oui;;;;;;;"Cartes bancaires;Chèques Vacances;Espèces;Virement";48.00475,0.19217;Sarthe
L'ESCAPADE MAYENNAISE, 4 À 6 PERS;Meublés;Maison;;;Le Petit Coudray;;53290;SAINT-BRICE;;53203;47.858891;-0.45385;Gare SNCF||||10;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/location-gite-saint-brice-le-petit-coudray-h53g025004;;;;;non;;;non;;WiFi;"Jardin indépendant;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France;3 épis (Gîtes de France);;2;1;1;4;112;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Allemand;Anglais;Français";;;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/location-gite-saint-brice-le-petit-coudray-h53g025004||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||170,00||190,00||,Semaine (meublé)||400,00||490,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.858891,-0.45385;Mayenne
LES HIAULMES;Meublés;Maison;;;Les Hiaulmes;;53240;SAINT-GERMAIN-LE-FOUILLOUX;;53224;48.15126;-0.792171;Gare SNCF||||10;;02 43 67 09 07;;;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-saint-germain-le-fouilloux-les-hiaulmes-h53g010907;;;;;non;;;non;;WiFi;"Jardin indépendant;Terrain clos;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France;3 épis (Gîtes de France);3 étoiles;2;;1;4;90;Location de draps,Location de linge;Anglais;;;;oui;Gîtes de France||https://www.gites-de-france-mayenne.com/fr/location/locations-gites-saint-germain-le-fouilloux-les-hiaulmes-h53g010907||||02 43 67 09 07||reservation@gites-de-france-mayenne.com;;Nuitée (meublé)||200,00||350,00||,Semaine (meublé)||300,00||410,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";48.15126,-0.792171;Mayenne
Logis de la Tour Saint Michel;Meublés;Maison;;;BELLEBRANCHE;;53290;SAINT-BRICE;;53203;47.878255;-0.441011;Gare SNCF||||12;;02 43 12 25 92;;;http://www.toursaintmichel.fr;;;;;oui;;;non;;Parc/jardin;"Garage;Jardin indépendant;Terrasse / Balcon";;;;Non classé;2;;1;4;140;Option nettoyage;"Anglais;Espagnol";;;LE TOURNEUR D'ISON Claudine||02 43 12 25 92||claudine.dison@gmail.com;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.878255,-0.441011;Mayenne
Gîte La Chaumière;Meublés;Maison;;;;Les Bavousières;72300;PRECIGNE;;72244;47.738191;-0.3213867;Gare SNCF||||12,Autoroute||||10;07 77 70 08 56;;;;https://hameaudesdeuxailes.com/;;Facebook||https://www.facebook.com/hameaudesdeuxailes/,Instagram||https://www.instagram.com/hameaudes2ailes/;;;non;;;non;;Parc/jardin,Piscine,WiFi;"Entrée indépendante;Jardin indépendant;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrain clos;Toilettes séparées";Equipement bébé,Micro ondes;;;Non classé;2;;1;7;95;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo;"Anglais;Espagnol";oui;;;;;;Nuitée (meublé)||||||Base 2 nuits - Basse et haute saison. supplémentaire 140 €.;"Chèques bancaires et postaux;Chèques Vacances;Espèces";47.738191,-0.3213867;Sarthe
