nomoffre,type,typehabitation,adresse1,adresse1suite,adresse2,adresse3,codepostal,commune,cedex,codeinseecommune,latitude,longitude,acces,commmob,commtel,commfax,commmail,commweb,videosurl,plateformeurl,spvideosembed,tripadwidget,animauxacceptes,animauxinfo,labeltourismehandicap,spaccessibilite,spaccueilveloitineraire,equipements,confortimmobilier,confortmobilier,labels,labelsclassement,categorie,capacitenbchambres,capacitenbchambresmobreduite,capacitenbhebergements,capacitenbpersonnes,capacitesurface,services,languesparleesaccueil,ouverturealannee,ouverturegranule,resadirecte,resaenligneouinon,resaenligne,resaagence,tarifs,modepaiement,localisation,departement
Ty Bihan - Maison 2 à 6 personnes,Meublés,"Appartement,Maison",0,0,13 rue de Kerdour,0,44740.0,BATZ-SUR-MER,0.0,44010,47.27969,-2.47872,0,0,06 22 86 09 79,0,0.0,0,0,0,0,0,oui,0,0,0,0,0,Jardin indépendant;Parking;Terrain clos;Terrasse / Balcon,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,2 étoiles,1.0,0.0,0.0,4.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",0,0,0,0,0,0,0.0,0,Chèques bancaires et postaux;Espèces;Virement,"47.27969,-2.47872",Loire-Atlantique
La Maison des Orchidées,Chambres d'hôtes,Maison,0,0,13 rue Louis Braille,0,49300.0,CHOLET,0.0,49099,47.06282,-0.86316,0,06 15 94 30 42,02 41 58 46 02,0,0.0,http://aveselianebureau.wix.com/bedandbreakfast,0,0,0,0,0,0,0,non,0,"Local Vélo,Parc/jardin,WiFi",Entrée indépendante;Parking;Terrasse / Balcon,Equipement bébé,0,0,0,3.0,0.0,0.0,6.0,0,Tables d'hôtes,Anglais;Français,0,0,0,oui,||http://www.ot-cholet.fr/grand-public/reserver/chambres-d-hotes/reserver-la-maison-des-orchidees-cholet.html#thaut||http://www.ot-cholet.fr/grand-public/reserver/chambres-d-hotes/reserver-la-maison-des-orchidees-cholet.html#thaut||||,0.0,"1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||75,00||||,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||85,00||||",Chèques bancaires et postaux;Espèces,"47.06282,-0.86316",Maine-et-Loire
Gite troglo au bord de l'eau,Meublés,0,0,0,14 chemin du Pince Matin,Saumoussay,49400.0,BELLEVIGNE-LES-CHATEAUX,0.0,49060,47.197378,-0.080005,0,0,06 72 13 31 45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non classé,4.0,0.0,0.0,8.0,0,0,Français,0,0,0,0,0,0.0,0,0,"47.197378,-0.080005",Maine-et-Loire
Gîte Chouette,Meublés,Maison,0,0,14 Lieu-dit Chattemoue,0,53250.0,JAVRON-LES-CHAPELLES,0.0,53121,48.4014145,-0.3002396,0,0,0,0,0.0,0,0,0,0,0,oui,Les animaux domestiques sont admis dans la propriété sous réserve d'un accord préalable,0,non,0,"Parc/jardin,Piscine,WiFi",Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,Non classé,4.0,0.0,1.0,8.0,85,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Anglais;Français,non,0,0,oui,"Airbnb||https://www.airbnb.fr/rooms/694048079561711839?adults=2&children=0&infants=0&check_in=2022-09-11&check_out=2022-09-16&federated_search_id=2ca5f434-1f5f-45d1-9f52-3c2a38f9d9ea&source_impression_id=p3_1662627416_lWjL9%2F4IJtc9dPck||||||,Booking||https://www.booking.com/hotel/fr/4-bed-barn-sleeps-8-own-pool-javron-les-chapelles.fr.html?aid=376366&label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9040863%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsT||||||",0.0,Nuitée (meublé)||||||Séjour de 4 nuitées minimum,Espèces;Virement,"48.4014145,-0.3002396",Mayenne
Chambres d'hôtes Évasion Charnelle,Hébergement insolite,Maison,0,0,14 rue du chalet,0,72210.0,CHEMIRE-LE-GAUDIN,0.0,72075,47.9288449,-0.0185183,0,06 12 03 77 00,0,0,0.0,https://www.evasion-charnelle.fr/,0,"Facebook||https://www.facebook.com/Evasion.Charnelle72,Instagram||https://www.instagram.com/evasion_charnelle/",0,0,non,0,0,non,0,Espace bien-être,Entrée indépendante;Parking;Plain Pied;Sanitaires privés,Micro ondes,0,0,Non classé,1.0,0.0,1.0,2.0,20,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Anglais;Français,oui,01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||||||La semaine : 165€, le week-end : 185 €",Cartes bancaires;Espèces,"47.9288449,-0.0185183",Sarthe
Gite de Thibaud Martin,Meublés,0,0,0,14 rue du Marché,0,49400.0,SAUMUR,0.0,49328,47.259111,-0.075989,0,0,06 61 79 85 66,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non classé,0.0,0.0,0.0,4.0,0,0,Français,0,01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,0,0,"47.259111,-0.075989",Maine-et-Loire
Chambres d'hôtes Mme Racoupeau Aurélie,Meublés,0,0,0,9 chemin des Landes,0,44690.0,LA HAIE-FOUASSIERE,0.0,44070,47.154986,-1.399623,0,06 77 10 08 50,0,0,0.0,0,0,0,0,0,0,0,0,non,0,0,0,0,0,0,Non classé,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,"47.154986,-1.399623",Loire-Atlantique
Chambre d'hôtes Le Bois du Pedillou,Chambres d'hôtes,0,0,0,148 route de Montsoreau,0,49400.0,SAUMUR,0.0,49328,47.246869,-0.044183,0,0,06 45 56 62 71,0,0.0,0,0,||https://maps.google.com/?cid=15650065923809841578,0,0,non,0,0,non,0,"Local Vélo,Parc/jardin",Entrée indépendante;Local vélo;Parking;Sanitaires privés;Terrasse / Balcon,Micro ondes,0,0,0,1.0,0.0,0.0,2.0,20,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",Français,0,01/05/2025||30/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,"||||||Tarif pour 2 personnes, petit-déjeuner inclus. ;64 euros à partir de la 3e nuit.,||||||par adulte par nuit",Chèques bancaires et postaux;Espèces,"47.246869,-0.044183",Maine-et-Loire
GÎTES DE LA CALE,Meublés,Appartement,0,0,15 Quai Victor Hugo,0,49290.0,CHALONNES-SUR-LOIRE,0.0,49063,47.3529036,-0.7602641,0,06 26 48 32 11,0,0,0.0,0,0,Facebook||https://m.facebook.com/pages/category/Product-service/Gîte-de-la-cale-104821377564462/,0,0,non,Se renseigner.,0,non,0,WiFi,Entrée indépendante;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Micro ondes,Lave linge,Lave vaisselle",0,0,Non classé,6.0,1.0,3.0,17.0,180,"Location de draps,Location de linge,Option nettoyage",Anglais;Espagnol;Français,oui,0,||06 09 34 36 58||gitesdelacale@orange.fr,oui,Airbnb||https://www.airbnb.fr/rooms/41712648?location=Chalonnes-sur-Loire%2C%20France&adults=8&source_impression_id=p3_1583324038_WPbCRW81OG85tTjY||||06 26 48 32 11||gitesdelacale@orange.fr,0.0,"Nuitée (meublé)||||||Gîte La Plate - 2 pers.,Nuitée (meublé)||||||Gite Le Chaland - 6 pers.,Nuitée (meublé)||||||Gîte le Futreau - 9 pers.",Chèques bancaires et postaux;Espèces;Virement,"47.3529036,-0.7602641",Maine-et-Loire
CHAMBRES D'HOTES - MANOIR AUVRAY,Chambres d'hôtes,Châteaux et demeures de prestige,0,0,15 Rue Auvray,0,72000.0,LE MANS,0.0,72181,48.00089,0.19628,0,06 23 79 59 20,0,0,0.0,0,0,Instagram||https://www.instagram.com/manoirauvray/,0,0,oui,Les chiens de petites tailles sont acceptés.,0,non,0,"Parc/jardin,WiFi",Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Terrasse / Balcon;Toilettes séparées,"Cheminée,Micro ondes,Lave vaisselle",0,0,0,4.0,0.0,5.0,10.0,389,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Anglais;Français,0,0,0,0,0,0.0,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||||||Minimum 2 nuits,0,"48.00089,0.19628",Sarthe
L'OASIS DE L'ISAC,Meublés,0,0,0,15 Rue de l'Hôtel Menand,0,44460.0,FEGREAC,0.0,44057,47.5725405,-2.0482992,0,0,0,0,0.0,0,0,0,0,0,non,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,Français,0,0,0,0,0,0.0,0,0,"47.5725405,-2.0482992",Loire-Atlantique
Gite La Tour du Fauconnier,Meublés,0,0,0,15 Rue de la Fauconnerie,0,49700.0,DOUE-EN-ANJOU,0.0,49125,47.194733,-0.273634,0,0,06 72 88 07 88,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non classé,1.0,0.0,0.0,0.0,0,0,Français,0,0,0,0,0,0.0,0,0,"47.194733,-0.273634",Maine-et-Loire
Aux Portes du Circuit,Meublés,Maison,0,0,15 Rue Jean Rey,0,72100.0,LE MANS,0.0,72181,47.9660609,0.1982909,0,06 44 08 12 16,0,0,0.0,https://sites.google.com/view/auxportesducircuit24hlemans,0,0,0,0,non,0,0,non,0,"Climatisation,Parc/jardin,WiFi",Entrée indépendante;Jardin indépendant;Local vélo;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,0,4.0,0.0,2.0,14.0,130,"Location de draps,Location de linge,Option nettoyage",Anglais;Français,0,0,0,0,0,0.0,0,Chèques bancaires et postaux;Espèces;Virement,"47.9660609,0.1982909",Sarthe
Gîte du Château de Lauresse,Meublés,Maison,0,0,150 route de Connerré,0,72450.0,LOMBRON,0.0,72165,48.0731775,0.4293183,0,06 89 51 70 96,0,0,0.0,0,0,Instagram||https://chateaudelauresse.com,0,0,oui,0,0,non,0,"Parc/jardin,Piscine,Tennis,WiFi",Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Equipement bébé,Micro ondes,Lave linge",0,0,0,2.0,0.0,1.0,6.0,70,"Location de draps,Location/prêt de vélo,Option nettoyage,Tables d'hôtes",Anglais;Français;Italien;Russe,oui,0,0,0,0,0.0,0,Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Chèques Vacances Connect;Espèces;Virement,"48.0731775,0.4293183",Sarthe
CHAMBRES D'HOTES HÔTEL DU DON,Chambres d'hôtes,Maison,0,0,16 rue du Général de Gaulle,0,44170.0,MARSAC-SUR-DON,0.0,44091,47.5960513,-1.6793073,0,07 67 72 90 90,02 40 87 54 55,0,0.0,http://www.hoteldudon.fr/,0,0,0,0,non,0,0,non,0,WiFi,Entrée indépendante;Parking;Sanitaires privés,"Cheminée,Equipement bébé",0,0,0,4.0,0.0,0.0,9.0,0,Tables d'hôtes,Anglais;Espagnol;Français,oui,0,Thérèse et Marcel Herrouët||02 40 87 54 55||contact@hoteldudon.fr,0,0,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||74,00||||,Table d'hôtes||17,00||20,00||",Chèques bancaires et postaux;Chèques Vacances,"47.5960513,-1.6793073",Loire-Atlantique
Chambres d'hôtes La Muscadine,Chambres d'hôtes,0,0,0,16 rue Torbiche,0,44430.0,LE LOROUX-BOTTEREAU,0.0,44084,47.240122,-1.345852,0,06 80 25 97 83,02 40 03 72 71,0,0.0,http://www.lamuscadine.fr,0,0,0,0,0,0,0,non,0,0,0,0,0,0,Non classé,3.0,0.0,3.0,12.0,0,0,0,oui,0,0,0,0,0.0,0,0,"47.240122,-1.345852",Loire-Atlantique
LA ROCHE,Chambres d'hôtes,Maison,0,0,17 Route de la Roche,0,44320.0,FROSSAY,0.0,44061,47.25844,-1.91821,0,06 63 26 48 16,0,0,0.0,https://www.chambres-hotes-de-la-roche.com/,0,0,0,0,0,0,0,0,0,WiFi,Entrée indépendante,0,0,0,0,4.0,0.0,0.0,11.0,0,0,0,0,0,0,0,0,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||75,00||85,00||",Chèques Vacances;Espèces,"47.25844,-1.91821",Loire-Atlantique
Gite Chez Marguerite,Meublés,Maison,0,0,17 rue Grange Niot,0,49400.0,SAUMUR,0.0,49328,47.28054,-0.066177,0,0,06 59 64 43 63,0,0.0,0,0,||https://instagram.com/gitechezmargueritesaumur?igshid=YmMyMTA2M2Y=,0,0,oui,0,0,non,0,"Climatisation,Local Vélo,Parc/jardin",Local vélo;Parking,"Micro ondes,Lave linge",0,0,Non classé,1.0,0.0,0.0,2.0,0,0,Français,oui,01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,0,0,"47.28054,-0.066177",Maine-et-Loire
MEUBLE DE TOURISME LE RÉGISSEUR (4 PERSONNES),Meublés,Appartement,0,0,"17, rue Louis Moron",Brissac-Quincé,49320.0,BRISSAC LOIRE AUBANCE,0.0,49050,47.3530592,-0.4464662,0,0787741429,0,0,0.0,0,0,0,0,0,0,0,0,non,0,WiFi,Entrée indépendante;Sanitaires privés;Toilettes séparées,"Cheminée,Micro ondes",0,0,Non classé,2.0,0.0,1.0,4.0,85,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Français,oui,0,||07 87 74 14 29||grelaud.gaetan@orange.fr,0,0,0.0,0,Espèces;Virement,"47.3530592,-0.4464662",Maine-et-Loire
Résidence Salvador Dali,Meublés,0,0,0,"175, rue de Paris",0,53000.0,LAVAL,0.0,53130,48.0738135,-0.7546624,0,0,06 34 14 33 43,0,0.0,0,0,0,0,0,0,0,0,non,0,WiFi,Parking,"Lave linge,Lave vaisselle",0,0,Non classé,0.0,0.0,0.0,0.0,0,0,0,oui,0,0,0,0,0.0,0,0,"48.0738135,-0.7546624",Mayenne
LE VIRAGE,Meublés,Maison,0,0,19 bis Route du Fort de l'Eve,Saint-Marc sur mer,44600.0,SAINT-NAZAIRE,0.0,44184,47.2415374,-2.2680221,0,06 13 24 41 08,0,0,0.0,0,0,Facebook||,0,0,oui,Animaux de petite taille acceptés,0,non,0,WiFi,Entrée indépendante;Parking;Sanitaires privés;Terrasse / Balcon;Toilettes séparées,"Micro ondes,Lave linge,Lave vaisselle",0,0,Non classé,4.0,0.0,1.0,8.0,140,"Location de draps,Location de linge,Option nettoyage",Anglais;Espagnol;Français,oui,"01/01/2024||31/12/2024||Location toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||Location toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,0,0,0.0,"Semaine (meublé)||1500,00||2000,00||",Chèques bancaires et postaux;Espèces;Virement,"47.2415374,-2.2680221",Loire-Atlantique
CHAMBRE D'HOTES - L'HÔTEL DE HERCÉ,Chambres d'hôtes,Châteaux et demeures de prestige,0,0,19 Place Cheverus,0,53100.0,MAYENNE,0.0,53147,48.3065307,-0.6230877,0,06 45 40 30 50,0,0,0.0,https://www.lhoteldeherce.fr,0,Facebook||https://www.facebook.com/lhoteldeherce/,0,0,non,0,0,non,0,Parc/jardin,Jardin indépendant;Parking;Sanitaires privés;Terrasse / Balcon,0,0,0,Non classé,3.0,0.0,6.0,6.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Anglais;Français,oui,0,0,oui,Booking||https://www.booking.com/hotel/fr/l-39-de-herce.fr.html?aid=356931&label=metagha-link-LUFR-hotel-5223123_dev-desktop_los-1_bw-51_dow-Wednesday_defdate-1_room-0_gstadt-2_rateid-0_aud-0_gacid-6626063945_mcid-50_ppa-0_clrid-0_ad-1_gstkid-0_checkin-20230201__lp-20329_r-186802830212155||||||,0.0,0,Chèques bancaires et postaux,"48.3065307,-0.6230877",Mayenne
Gite de Varrains,Meublés,Maison,0,0,19 rue de la Mairie,0,49400.0,VARRAINS,0.0,49362,47.222503,-0.065088,0,0,02 41 52 98 45,0,0.0,http://vieux-bourg.com/,0,||https://maps.google.com/?cid=13196390152874887522,0,0,oui,0,0,non,0,Local Vélo,Entrée indépendante;Local vélo;Parking;Toilettes séparées,"Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle",0,0,Non classé,2.0,0.0,0.0,4.0,88,"Location de draps,Location de linge,Option nettoyage",Anglais;Français,0,01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,0,Chèques bancaires et postaux;Virement,"47.222503,-0.065088",Maine-et-Loire
Chambres d'hôtes La Closerie de Parnay,Chambres d'hôtes,0,0,0,2 bis Route de Turquant,0,49730.0,PARNAY,0.0,49235,47.22757,0.017491,0,0,02 44 27 59 03,0,0.0,https://www.lacloseriedeparnay.fr/,0,||http://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.lacloseriedeparnay.fr%2Findex.php%2Fcontactreservations%2F,0,0,non,0,0,0,0,"Local Vélo,Parc/jardin,WiFi",Local vélo;Parking,Equipement bébé,0,0,0,3.0,0.0,0.0,7.0,0,Fourniture de draps (gratuit),Français,0,0,0,0,0,0.0,0,0,"47.22757,0.017491",Maine-et-Loire
Gîte de l'Aunay,Meublés,0,0,0,2 chemin de la Fredonnière,0,72250.0,CHALLES,0.0,72053,47.9396692,0.4192786,0,0,02 43 75 46 17,0,0.0,https://www.airbnb.fr/rooms/31376388,0,0,0,0,0,0,0,non,0,0,0,0,0,0,Non classé,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,"47.9396692,0.4192786",Sarthe
Gite Troglomignon,Meublés,0,0,0,2 impasse des Fondis,0,49260.0,LE PUY-NOTRE-DAME,0.0,49253,47.114494,-0.228269,0,0,02 41 52 27 60,0,0.0,0,0,0,0,0,oui,0,0,non,0,0,0,0,Gîtes de France,3 épis (Gîtes de France),2 étoiles,2.0,0.0,0.0,4.0,80,0,Français,0,0,0,0,0,0.0,0,0,"47.114494,-0.228269",Maine-et-Loire
Chambres d'hôtes Manoir de la Coudre,Chambres d'hôtes,0,0,0,2 La Coudre,0,53810.0,CHANGE,0.0,53054,48.094066,-0.787373,0,0,07 66 20 52 24,0,0.0,0,0,Facebook||https://www.facebook.com/Le-manoir-de-la-coudre-558421287959621/,0,0,0,0,0,non,0,0,0,0,0,0,Non classé,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,"48.094066,-0.787373",Mayenne
LE GÎTE DU MILIEU,Meublés,Maison,0,0,2 Le Thiémay,0,44130.0,FAY-DE-BRETAGNE,0.0,44056,47.350367,-1.8003029,0,07 70 50 41 76,02 40 57 01 40,0,0.0,http://www.thiemay.fr/,0,"Tripadvisor||https://www.holidaylettings.fr/location-vacances/vigneux-de-bretagne/6598119,Facebook||https://www.facebook.com/domaineduthiemay",0,0,0,0,0,non,0,"Parc/jardin,Plan d'eau",Entrée indépendante;Parking;Terrasse / Balcon,"Equipement bébé,Micro ondes",0,0,Non classé,0.0,0.0,1.0,6.0,55,"Location de draps,Location de linge",Anglais;Français,oui,0,0,0,0,0.0,||||||d'avril à octobre sauf  les samedis. 2 nuits minimum,Cartes bancaires,"47.350367,-1.8003029",Loire-Atlantique
LES CRINS DE VERDURE : LE PETIT BERCAIL,Meublés,Maison,0,0,2 Lieu-dit La Ville du Bois,0,44650.0,LEGE,0.0,44081,46.8983,-1.53142,0,0,0,0,0.0,0,0,0,0,0,oui,sous conditions,0,non,0,Parc/jardin,Sanitaires privés,0,0,0,Non classé,0.0,0.0,1.0,2.0,0,0,0,oui,01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,RENARD||06 08 98 06 92||ameliesaussey@gmail.com,0,0,0.0,0,0,"46.8983,-1.53142",Loire-Atlantique
Studio Sirocco - Maison Janvier,Meublés,Maison,0,0,2 PLACE DE L EGLISE,0,72160.0,THORIGNE-SUR-DUE,0.0,72358,48.0376375,0.534031,0,06 73 23 71 40,0,0,0.0,https://maison-janvier.com,0,0,0,0,oui,sur demande à la réservation,0,non,0,"Parc/jardin,WiFi",Entrée indépendante;Parking;Sanitaires privés;Terrain clos,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,En cours de classement,1.0,0.0,1.0,4.0,30,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Allemand;Anglais;Français,oui,0,M. ET MME MERLE||06 73 23 71 40||contact@maison-janvier.com,0,0,0.0,"Nuitée (meublé)||74,00||94,00||1 nuit pour 2 personnes,;tarif dégressif en fonction du nombre de nuits.;+ 15 € par personne supplémentaire (gratuit pour les enfants jusqu'à 7 ans).",Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Chèques Vacances Connect;Espèces;Virement,"48.0376375,0.534031",Sarthe
Gîte la Grange du Plessis,Meublés,Maison,0,0,2 place de l'église,Saint-Aubin-du-Pavoil,49500.0,SEGRÉ-EN-ANJOU BLEU,0.0,49331,47.7036842,-0.8767201,0,06 07 97 77 37,02 41 92 85 03,0,0.0,http://www.le-plessis.eu/,0,Facebook||https://www.facebook.com/La-Grange-du-Plessis-574340346031059/,0,0,oui,Avec supplément.,0,non,0,WiFi,Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Terrain clos;Terrasse / Balcon,0,0,0,Non classé,2.0,0.0,1.0,4.0,0,"Fourniture de draps (gratuit),Option nettoyage",Allemand;Anglais;Français,oui,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",Madame DE VITTON||02 41 92 85 03||domainevitton@wanadoo.fr,0,0,0.0,"Semaine (meublé)||390,00||450,00||,Taxe de séjour / nuit / pers||||||Taxe de séjour appliquée du 1er janvier au 31 décembre (3%)",Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances,"47.7036842,-0.8767201",Maine-et-Loire
CHÂTEAU DE KERMOAREL,Chambres d'hôtes,Maison,0,0,2 rue de Paimboeuf,0,44320.0,SAINT-PERE-EN-RETZ,0.0,44187,47.2083,-2.04357,0,0,0,0,0.0,https://www.kermoarel.fr/accueil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,15.0,0,0,0,0,01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||115,00||115,00||",0,"47.2083,-2.04357",Loire-Atlantique
CHAMBRES D'HOTES PEAN BÉATRICE,Chambres d'hôtes,Maison,0,0,2 rue des Garennes,0,44810.0,HERIC,0.0,44073,47.4154101,-1.6487841,0,06 51 65 30 99,0,0,0.0,http://chambre-hotes-heric.jimdo.com/,0,0,0,0,oui,pas trop gros,0,non,0,"Climatisation,WiFi",Entrée indépendante;Local vélo;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Equipement bébé,Micro ondes",0,0,Non classé,2.0,0.0,0.0,8.0,30,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Nettoyage (gratuit)",Anglais;Français,oui,0,M PEAN||06 51 65 30 99||beatrice_jumelais@cegetel.net,0,0,0.0,"1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||40,00||||si personnes supplémentaires ( + 20 € pour + 10 ans / + 5 € pour - 10 ans ) ,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||60,00||||si personnes supplémentaires ( + 20 € pour + 10 ans / + 5 € pour - 10 ans )",Cartes bancaires;Chèques bancaires et postaux;Espèces,"47.4154101,-1.6487841",Loire-Atlantique
L'Escale – Gite La Vigne,Meublés,Maison,0,0,2 rue des Pruniers,Saint-Martin-de-la-Place,49350.0,GENNES-VAL-DE-LOIRE,0.0,49261,47.300987,-0.118206,0,0,06 41 38 06 52,0,0.0,0,0,0,0,0,oui,0,0,0,0,0,Parking;Terrain clos,Micro ondes,0,0,Non classé,1.0,0.0,0.0,4.0,0,"Fourniture de linge (gratuit),Location/prêt de vélo",Français,0,0,0,0,0,0.0,0,0,"47.300987,-0.118206",Maine-et-Loire
Meublé La Tour d'Adam,Meublés,Appartement,0,0,"2, Place Sainte-Croix",La Tour d Adam - 3ème étage,49100.0,ANGERS,0.0,49007,47.4704,-0.55424,0,06 50 39 78 92,0,0,0.0,http://angers-loire-charme.fr/,0,0,0,0,0,0,0,non,0,WiFi,Terrasse / Balcon;Toilettes séparées,"Cheminée,Micro ondes,Sèche linge",0,0,3 étoiles,3.0,0.0,0.0,5.0,52,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location de draps,Location de linge",0,0,01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,0,0,"47.4704,-0.55424",Maine-et-Loire
CHAMBRE D'HOTES CHEZ DANIEL ET CATHERINE,Chambres d'hôtes,0,0,0,20 Rue de la Buchetière,0,44118.0,LA CHEVROLIERE,0.0,44041,47.0755809,-1.576404,0,0,06 62 48 20 80,0,0.0,http://chezdanieletcatherine.fr,0,0,0,0,0,0,0,non,0,"Piscine,WiFi",Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,0,0,0,Non classé,1.0,0.0,1.0,0.0,0,"Fourniture de linge (gratuit),Nettoyage (gratuit)",0,oui,0,Mayeux||06 62 48 20 80||chezdanieletcatherine@orange.fr,0,0,0.0,0,0,"47.0755809,-1.576404",Loire-Atlantique
Gite La Grange du Thouet,Meublés,0,0,0,202 rue des Ladres,0,49260.0,ARTANNES-SUR-THOUET,0.0,49011,47.187841,-0.100749,0,0,06 87 29 00 88,0,0.0,0,0,0,0,0,non,0,0,non,0,0,0,0,Gîtes de France,3 épis (Gîtes de France),3 étoiles,2.0,0.0,0.0,5.0,97,0,Anglais;Français;Italien,0,0,0,0,0,0.0,0,0,"47.187841,-0.100749",Maine-et-Loire
Chambre d'hôtes Le Clos de Saint Quentin à Daumeray,Chambres d'hôtes,Maison,0,0,2050 route de l ouche Maurice,Daumeray,49640.0,MORANNES SUR SARTHE-DAUMERAY,0.0,49220,47.712823,-0.335941,0,06 13 16 19 44,0,0,0.0,0,0,0,0,0,non,0,0,non,0,"Parc/jardin,WiFi",Parking,Micro ondes,0,0,0,1.0,0.0,1.0,2.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",0,oui,"01/06/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,02/06/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",Dominique PERREAU||06 13 16 19 44||,0,0,0.0,"1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||59,00||67,00||59€ la nuit sans petit-déjeuner et 67€ la nuit avec petit-déjeuner pour 1 personne,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||||||59€ la nuit sans petit-déjeuner et 75€ la nuit avec petit-déjeuner pour 2",Chèques bancaires et postaux;Espèces;Virement,"47.712823,-0.335941",Maine-et-Loire
